0.047328 0.055 0.055 2 4 6
0.047328 0.055 0.055 2 4 6
0.047328 0.055 0.055 2 4 6
0.047328 0.055 0.055 2 4 6
0.047328 0.055 0.055 2 4 6
0.047328 0.055 0.055 2 4 6
0.047332 0.054997 0.054997 2 4 6
0.047336 0.054993 0.054993 2 4 6
0.047344 0.054987 0.054987 2 4 6
0.047354 0.054978 0.054978 2 4 6
0.047371 0.054964 0.054964 2 4 6
0.047395 0.054943 0.054943 2 4 6
0.047431 0.054912 0.054912 2 4 6
0.047486 0.054865 0.054865 2 4 6
0.047568 0.054794 0.054794 2 4 6
0.047691 0.054689 0.054689 2 4 6
0.047851 0.054551 0.054551 2 4 6
0.048011 0.054414 0.054414 2 4 6
0.048171 0.054276 0.054276 2 4 6
0.048331 0.054139 0.054139 2 4 6
0.048491 0.054001 0.054001 2 4 6
0.04865 0.053864 0.053864 2 4 6
0.04881 0.053727 0.053727 2 4 6
0.04897 0.053589 0.053589 2 4 6
0.04913 0.053452 0.053452 2 4 6
0.04929 0.053316 0.053316 2 4 6
0.049449 0.053179 0.053179 2 4 6
0.049609 0.053042 0.053042 2 4 6
0.049769 0.052906 0.052906 2 4 6
0.049928 0.05277 0.05277 2 4 6
0.050087 0.052634 0.052634 2 4 6
0.050247 0.052498 0.052498 2 4 6
0.050406 0.052363 0.052363 2 4 6
0.050565 0.052227 0.052227 2 4 6
0.050724 0.052093 0.052093 2 4 6
0.050882 0.051958 0.051958 2 4 6
0.051041 0.051824 0.051824 2 4 6
0.0512 0.05169 0.05169 2 4 6
0.051358 0.051557 0.051557 2 4 6
0.051516 0.051424 0.051424 2 4 6
0.051674 0.051291 0.051291 2 4 6
0.051832 0.051159 0.051159 2 4 6
0.051989 0.051027 0.051027 2 4 6
0.052147 0.050895 0.050895 2 4 6
0.052304 0.050764 0.050764 2 4 6
0.052461 0.050634 0.050634 2 4 6
0.052618 0.050503 0.050503 2 4 6
0.052774 0.050374 0.050374 2 4 6
0.05293 0.050244 0.050244 2 4 6
0.053086 0.050116 0.050116 2 4 6
0.053242 0.049988 0.049988 2 4 6
0.053397 0.04986 0.04986 2 4 6
0.053553 0.049733 0.049733 2 4 6
0.053707 0.049606 0.049606 2 4 6
0.053862 0.04948 0.04948 2 4 6
0.054016 0.049354 0.049354 2 4 6
0.05417 0.049229 0.049229 2 4 6
0.054324 0.049105 0.049105 2 4 6
0.054477 0.048981 0.048981 2 4 6
0.05463 0.048857 0.048857 2 4 6
0.054782 0.048734 0.048734 2 4 6
0.054934 0.048612 0.048612 2 4 6
0.055086 0.04849 0.04849 2 4 6
0.055238 0.048369 0.048369 2 4 6
0.055389 0.048248 0.048248 2 4 6
0.055539 0.048128 0.048128 2 4 6
0.055689 0.048009 0.048009 2 4 6
0.055839 0.04789 0.04789 2 4 6
0.055988 0.047772 0.047772 2 4 6
0.056137 0.047654 0.047654 2 4 6
0.056285 0.047537 0.047537 2 4 6
0.056433 0.047421 0.047421 2 4 6
0.056581 0.047305 0.047305 2 4 6
0.056728 0.04719 0.04719 2 4 6
0.056874 0.047075 0.047075 2 4 6
0.05702 0.046961 0.046961 2 4 6
0.057165 0.046848 0.046848 2 4 6
0.05731 0.046735 0.046735 2 4 6
